basename,label,dataset,snr
spec-5407-55926-0766,A2,train,20.13363
spec-4725-55711-0132,A2,train,28.41834
spec-3787-55565-0068,A2,train,32.24267
spec-3775-55207-0666,A2,train,41.95134
spec-4983-55836-0973,A2,train,26.28815
spec-4748-55631-0040,A2,train,13.03934
spec-3924-55332-0804,A2,train,14.81749
spec-4507-55564-0362,A2,train,25.35526
spec-7589-56946-0944,A2,train,35.23322
spec-7338-57789-0640,A2,train,35.92424
spec-10439-58157-0197,A2,train,29.3315
spec-8530-58016-0958,A2,train,33.35381
spec-9349-58068-0909,A2,train,54.09081
spec-5463-56003-0078,A2,train,11.30705
spec-8531-57905-0893,A2,train,49.62589
spec-6322-56190-0146,A2,train,20.2266
spec-5960-56097-0978,A2,train,32.89907
spec-5951-56102-0970,A2,train,12.92978
spec-7339-56799-0639,A2,train,54.06561
spec-3676-55186-0514,A2,train,26.73098
spec-5476-55986-0075,A2,train,14.66739
spec-6480-56340-0312,A2,train,19.46417
spec-5713-56686-0482,A2,train,15.28259
spec-7333-56686-0936,A2,train,25.0947
spec-5166-56065-0536,A2,train,33.4746
spec-6302-56565-0852,A2,train,32.14617
spec-6673-56419-0028,A2,train,22.64519
spec-6179-56221-0840,A2,train,45.29725
spec-4315-55503-0361,A2,train,16.62014
spec-10262-58543-0979,A2,train,30.8067
spec-6591-56535-0065,A2,train,32.7526
spec-8789-57358-0971,A2,train,10.90125
spec-5421-55980-0790,A2,train,11.34107
spec-6631-56364-0042,A2,train,20.03456
spec-7819-57280-0948,A2,train,20.69827
spec-5410-56016-0818,A2,train,11.19285
spec-4983-55836-0692,A2,train,27.14129
spec-4085-55452-0674,A2,train,38.10358
spec-8168-56992-0128,A2,train,15.8665
spec-6489-56329-0850,A2,train,10.0347
spec-6163-56219-0828,A2,train,21.12566
spec-4021-55620-0512,A2,train,12.3519
spec-6518-56567-0780,A2,train,21.81776
spec-8060-57894-0724,A2,train,47.22985
spec-9219-57923-0623,A2,train,44.85683
spec-8501-57519-0719,A2,train,11.54663
spec-4882-55721-0888,A2,train,29.17688
spec-3817-55277-0582,A2,train,53.46115
spec-7331-56658-0851,A2,train,28.20884
spec-7827-57278-0622,A2,train,47.17489
spec-4310-55508-0994,A2,train,16.6601
spec-6606-56596-0780,A2,train,56.75359
spec-5468-56014-0400,A2,train,17.87496
spec-4283-55864-0880,A2,train,23.57752
spec-5803-56272-0218,A2,train,18.63479
spec-6662-56364-0700,A2,train,17.75272
spec-7400-57134-0158,A2,train,37.26779
spec-4232-55447-0922,A2,train,43.20853
spec-7765-58047-0672,A2,train,49.59728
spec-4074-55679-0640,A2,train,28.20342
spec-10272-58172-0280,A2,train,40.94041
spec-8503-57519-0253,A2,train,30.69119
spec-6132-56267-0186,A2,train,10.23516
spec-5463-56003-0104,A2,train,11.74499
spec-5329-55946-0770,A2,train,19.71531
spec-9408-58077-0232,A2,train,52.69643
spec-6629-56365-0340,A2,train,19.39458
spec-6587-56537-0956,A2,train,31.24246
spec-7128-56567-0670,A2,train,45.45611
spec-4444-55538-0036,A2,train,27.93186
spec-5363-55956-0888,A2,train,25.13374
spec-9440-58072-0877,A2,train,60.65472
spec-9587-57784-0615,A2,train,27.52213
spec-9203-57692-0666,A2,train,41.62388
spec-11357-58522-0766,A2,train,18.54342
spec-5976-56356-0883,A2,train,21.62685
spec-6192-56269-0584,A2,train,19.79738
spec-7338-57805-0553,A2,train,35.09005
spec-3754-55488-0826,A2,train,24.00513
spec-4859-55684-0612,A2,train,11.73667
spec-5181-56298-0466,A2,train,16.07784
spec-6173-56238-0950,A2,train,21.36977
spec-9436-58103-0904,A2,train,45.09962
spec-6826-56449-0688,A2,train,33.0433
spec-11070-58452-0008,A2,train,11.53098
spec-4955-55750-0144,A2,train,20.06528
spec-10938-58514-0408,A2,train,38.20095
spec-5029-55750-0110,A2,train,20.06799
spec-7602-56954-0152,A2,train,11.30927
spec-3673-55178-0148,A2,train,33.16374
spec-7723-58430-0099,A2,train,40.14734
spec-8232-58135-0258,A2,train,37.17508
spec-3826-55563-0980,A2,train,27.22555
spec-5702-56221-0110,A2,train,15.81284
spec-5408-56038-0178,A2,train,15.92101
spec-5478-56014-0404,A2,train,11.27825
spec-8740-57367-0054,A2,train,41.8826
spec-10265-58512-0124,A2,train,18.15657
spec-7403-57071-0248,A2,train,55.18134
spec-4772-55654-0852,A2,train,19.1388
spec-6705-56636-0482,A2,train,18.89905
spec-5473-56033-0696,A2,train,15.9274
spec-7340-57185-0874,A2,train,44.03409
spec-3865-55272-0354,A2,train,36.23238
spec-7674-57359-0564,A2,train,36.39801
spec-9338-58044-0393,A2,train,24.67765
spec-6035-56076-0814,A2,train,10.92321
spec-4231-55444-0648,A2,train,41.30279
spec-9346-58049-0157,A2,train,37.97464
spec-6881-56540-0382,A2,train,16.24925
spec-7340-57576-0640,A2,train,31.2565
spec-4746-55632-0384,A2,train,17.98708
spec-4736-55631-0074,A2,train,45.11342
spec-4747-55652-0374,A2,train,17.82034
spec-5374-55947-0824,A2,train,24.15342
spec-4735-55651-0900,A2,train,55.79716
spec-5043-56187-0598,A2,train,22.79448
spec-9572-57837-0022,A2,train,18.98266
spec-8878-57785-0710,A2,train,38.92364
spec-4392-55833-0413,A2,train,34.60941
spec-4013-55629-0932,A2,train,26.09893
spec-6188-56208-0522,A2,train,15.27236
spec-7374-56751-0618,A2,train,47.24474
spec-4647-55621-0880,A2,train,16.17361
spec-5013-55723-0324,A2,train,22.21203
spec-6031-56091-0632,A2,train,34.77227
spec-10914-58257-0684,A2,train,40.6999
spec-8163-57049-0606,A2,train,36.41775
spec-8278-56990-0146,A2,train,47.59345
spec-6265-56248-0848,A2,train,20.01249
spec-4808-55705-1000,A2,train,26.00292
spec-3929-55335-0120,A2,train,19.10473
spec-10469-58133-0624,A2,train,30.12864
spec-3766-55213-0652,A2,train,41.77872
spec-4186-55691-0314,A2,train,17.44909
spec-6302-56565-0554,A2,train,28.13834
spec-9586-57787-0158,A2,train,46.63714
spec-7339-56739-0637,A2,train,51.42926
spec-7855-57011-0707,A2,train,31.33644
spec-5456-55980-0090,A2,train,13.20922
spec-7648-57329-0636,A2,train,34.16506
spec-7416-56810-0720,A2,train,33.95884
spec-4747-55652-0354,A2,train,21.47116
spec-4029-55618-0215,A2,train,23.82139
spec-9439-58015-0576,A2,train,32.40197
spec-6063-56098-0234,A2,train,20.32276
spec-7339-56686-0872,A2,train,54.77541
spec-5480-56001-0746,A2,train,20.66732
spec-7457-56746-0152,A2,train,21.48162
spec-4348-55559-0670,A2,train,31.07294
spec-10918-58254-0358,A2,train,36.96714
spec-4546-55835-0726,A2,train,19.29578
spec-5703-56190-0654,A2,train,11.09696
spec-4605-55971-0062,A2,train,18.97598
spec-7338-57159-0705,A2,train,28.25303
spec-4062-55383-0764,A2,train,14.0021
spec-7630-57006-0036,A2,train,44.05597
spec-9438-58135-0198,A2,train,37.35692
spec-6043-56096-0276,A2,train,22.37347
spec-5430-56000-0110,A2,train,17.52748
spec-5391-56000-0330,A2,train,28.87261
spec-8435-57487-0200,A2,train,33.91079
spec-6483-56341-0616,A2,train,10.88943
spec-4361-55831-0486,A2,train,21.51805
spec-9364-57699-0859,A2,train,59.99344
spec-7338-56717-0591,A2,train,42.04056
spec-3825-55533-0884,A2,train,17.28284
spec-6718-56398-0264,A2,train,30.95309
spec-4803-55734-0482,A2,train,25.09376
spec-7638-56981-0446,A2,train,15.80338
spec-6187-56244-0098,A2,train,30.2398
spec-3683-55245-0298,A2,train,43.78024
spec-5893-56034-0133,A2,train,13.55527
spec-7645-57573-0702,A2,train,26.1379
spec-7625-57011-0978,A2,train,39.94846
spec-7723-58430-0315,A2,train,20.91372
spec-4570-55623-0571,A2,train,14.6826
spec-6198-56211-0796,A2,train,37.95832
spec-6688-56412-0792,A2,train,16.52193
spec-8232-58135-0442,A2,train,53.57783
spec-6026-56071-0736,A2,train,33.33768
spec-8510-57846-0188,A2,train,31.54328
spec-5125-55863-0600,A2,train,30.39842
spec-5402-55927-0707,A2,train,18.26784
spec-3679-55209-0880,A2,train,52.1581
spec-6294-56482-0940,A2,train,22.19973
spec-5004-55711-0977,A2,train,19.5452
spec-6623-56367-0556,A2,train,22.28473
spec-4717-55742-0104,A2,train,26.03737
spec-7648-57329-0610,A2,train,16.51246
spec-9419-58097-0971,A2,train,40.82628
spec-8302-57389-0716,A2,train,54.14902
spec-6670-56389-0419,A2,train,53.97091
spec-8827-57444-0694,A2,train,30.53577
spec-7872-57279-0826,A2,train,34.27348
spec-10744-58199-0746,A2,train,35.60523
spec-4469-55863-0862,A2,train,22.74471
spec-4395-55828-0650,A2,train,34.74699
spec-7579-56954-0398,A2,train,31.14466
spec-3876-55245-0538,A2,train,20.35421
spec-9595-58084-0771,A2,train,29.7009
spec-3659-55181-0440,A2,train,39.83232
spec-6794-56448-0892,A2,train,19.15215
spec-6158-56239-0866,A2,train,17.25818
spec-9229-58015-0703,A2,train,36.47727
spec-7394-57131-0974,A2,train,36.90056
spec-11080-58401-0704,A2,train,28.43275
spec-8867-57460-0781,A2,train,41.69847
spec-7339-57518-0553,A2,train,36.09873
spec-7338-56660-0634,A2,train,39.81137
spec-10762-58390-0940,A2,train,42.08325
spec-9231-58017-0289,A2,train,45.50629
spec-4774-55659-0756,A2,train,17.02321
spec-5132-55858-0532,A2,train,17.53874
spec-4225-55455-0245,A2,train,18.52531
spec-5729-56598-0728,A2,train,33.3941
spec-3682-55244-0270,A2,train,29.8789
spec-7770-58044-0215,A2,train,14.35756
spec-6881-56540-0136,A2,train,23.76997
spec-5109-55892-0134,A2,train,16.54886
spec-4568-55600-0706,A2,train,14.37335
spec-8408-57874-0760,A2,train,29.60459
spec-7416-56810-0154,A2,train,34.58002
spec-5880-56042-0740,A2,train,41.81218
spec-5204-56036-0310,A2,train,19.97322
spec-6113-56219-0792,A2,train,19.72694
spec-3968-55590-0974,A2,train,22.53003
spec-7253-56598-0801,A2,train,45.11871
spec-6165-56208-0023,A2,train,18.14038
spec-4891-55736-0682,A2,train,11.3341
spec-3756-55505-0926,A2,train,18.51907
spec-11086-58401-0404,A2,train,55.92264
spec-6821-56396-0944,A2,train,17.67514
spec-10721-58288-0279,A2,train,33.2068
spec-7382-56991-0266,A2,train,38.33397
spec-8186-57452-0448,A2,train,26.46193
spec-7340-58289-0543,A2,train,45.14285
spec-4066-55444-0516,A2,train,19.58459
spec-10474-58143-0005,A2,train,23.06576
spec-10474-58143-0143,A2,train,25.42034
spec-6465-56279-0908,A2,train,28.8629
spec-9440-58072-0375,A2,train,33.4949
spec-6317-56448-0292,A2,train,13.20489
spec-8186-57452-0258,A2,train,39.12352
spec-6027-56103-0818,A2,train,22.49185
spec-7866-57002-0554,A2,train,19.76694
spec-8387-57483-0398,A2,train,11.61027
spec-11063-58426-0750,A2,train,44.34996
spec-4537-55806-0914,A2,train,21.86011
spec-6587-56537-0304,A2,train,10.60029
spec-7898-57363-0248,A2,train,39.96309
spec-4192-55469-0068,A2,train,61.45092
spec-3927-55333-1000,A2,train,10.91758
spec-4955-55750-0252,A2,train,37.31538
spec-6432-56309-0627,A2,train,34.92462
spec-5014-55717-0590,A2,train,22.64317
spec-8228-57423-0650,A2,train,36.37594
spec-4016-55632-0968,A2,train,29.264
spec-8522-58193-0612,A2,train,30.39285
spec-6529-56535-0844,A2,train,39.13276
spec-8214-57867-0222,A2,train,29.55707
spec-6192-56269-0866,A2,train,27.32079
spec-7572-56944-0812,A2,train,11.44387
spec-7316-56710-0534,A2,train,12.96045
spec-6202-56266-0124,A2,train,28.39838
spec-8500-57432-0679,A2,train,11.85932
spec-7149-56593-0890,A2,train,48.28521
spec-4090-55500-0194,A2,train,10.71706
spec-10228-58223-0364,A2,train,24.75191
spec-11651-58511-0098,A2,train,57.63705
spec-5118-55830-0136,A2,train,17.31263
spec-9228-58014-0811,A2,train,34.65844
spec-6144-56237-0422,A2,train,20.58239
spec-4647-55621-0346,A2,train,12.76181
spec-4079-55363-0718,A2,train,10.38084
spec-5119-55836-0222,A2,train,14.45925
spec-5314-55952-0110,A2,train,13.13214
spec-8430-57488-0268,A2,train,47.07097
spec-5150-56329-0189,A2,train,18.45446
spec-5377-55957-0772,A2,train,15.23488
spec-5303-55980-0667,A2,train,13.30279
spec-9353-57814-0214,A2,train,49.78632
spec-4953-55749-0511,A2,train,18.65565
spec-6001-56072-0140,A2,train,12.03128
spec-9404-58045-0438,A2,train,42.61089
spec-5649-55912-0826,A2,train,35.70583
spec-7752-58072-0671,A2,train,46.44338
spec-8764-57332-0949,A2,train,62.69104
spec-7339-57918-0876,A2,train,36.97382
spec-3962-55660-0338,A2,train,15.69635
spec-6670-56389-0346,A2,train,17.14157
spec-8762-57693-0278,A2,train,36.98751
spec-7340-57106-0599,A2,train,30.21246
spec-7749-58073-0190,A2,train,10.01818
spec-7614-57307-0024,A2,train,56.16551
spec-6630-56358-0654,A2,train,15.96984
spec-3876-55245-0650,A2,train,18.65359
spec-5208-56008-0234,A2,train,17.86055
spec-6963-56724-0224,A2,train,57.82442
spec-8374-57783-0832,A2,train,52.072
spec-3784-55269-0158,A2,train,43.66952
spec-4175-55680-0994,A2,train,12.51337
spec-3923-55325-0616,A2,train,24.06324
spec-5163-55889-0268,A2,train,15.98108
spec-7863-56975-0860,A2,train,14.91381
spec-6307-56205-0624,A2,train,34.32368
spec-4361-55831-0337,A2,train,35.03462
spec-7617-56949-0555,A2,train,41.63512
spec-4236-55479-0742,A2,train,30.84716
spec-4184-55450-0678,A2,train,23.75316
spec-5798-56326-0298,A2,train,13.04717
spec-5145-55835-0172,A2,train,18.94949
spec-7454-56751-0215,A2,train,52.39365
spec-4492-55565-0845,A2,train,32.94274
spec-11097-58522-0096,A2,train,35.21783
spec-7032-56471-0356,A2,train,20.65943
spec-4649-55621-0914,A2,train,24.6216
spec-6831-56426-0773,A2,train,19.12186
spec-4953-55749-0358,A2,train,28.85207
spec-6122-56246-0150,A2,train,18.38878
spec-7736-57728-0200,A2,train,53.27814
spec-4299-55827-0407,A2,train,13.16353
spec-8765-57307-0203,A2,train,37.3637
spec-6783-56284-0292,A2,train,25.18121
spec-6436-56363-0828,A2,train,18.58119
spec-6604-56337-0060,A2,train,29.32151
spec-6026-56071-0094,A2,train,53.07102
spec-10938-58514-0720,A2,train,37.04319
spec-7851-56932-0270,A2,train,11.16568
spec-5013-55723-0762,A2,train,17.56234
spec-4785-55659-0798,A2,train,15.05021
spec-4804-55679-0912,A2,train,20.6021
spec-7340-58627-0874,A2,train,46.36201
spec-7581-56949-0104,A2,train,12.58876
spec-4997-55738-0893,A2,train,18.26543
spec-7629-56988-0731,A2,train,48.13031
spec-9365-57749-0006,A2,train,36.83449
spec-8216-58172-0811,A2,train,28.95081
spec-7126-56568-0150,A2,train,43.38895
spec-5364-56000-0225,A2,train,14.42476
spec-7702-58017-0825,A2,train,40.04389
spec-5380-55980-0170,A2,train,14.41344
spec-7339-56683-0582,A2,train,40.03324
spec-6742-56415-0122,A2,train,16.05977
spec-7338-56664-0676,A2,train,37.5985
spec-7339-56783-0639,A2,train,54.41745
spec-3672-55484-0526,A2,train,34.46122
spec-10291-58101-0272,A2,train,46.92564
spec-9406-58067-0317,A2,train,30.23795
spec-11352-58456-0908,A2,train,38.82817
spec-4417-55829-0436,A2,train,16.84968
spec-7142-56567-0637,A2,train,12.18854
spec-3854-55247-0638,A2,train,12.53292
spec-5399-55956-0222,A2,train,17.67737
spec-5061-55806-0276,A2,train,11.2196
spec-4716-55738-0934,A2,train,18.48862
spec-5720-56602-0084,A2,train,23.06062
spec-6499-56571-0736,A2,train,54.96422
spec-6265-56248-0680,A2,train,20.39896
spec-9576-57864-0105,A2,train,58.71341
spec-7610-56980-0305,A2,train,11.47987
spec-5796-56274-0544,A2,train,16.6245
spec-10760-58224-0090,A2,train,31.64043
spec-4718-55750-0024,A2,train,25.57198
spec-7389-56769-0598,A2,train,45.17598
spec-4857-55711-0646,A2,train,17.36516
spec-5798-56326-0262,A2,train,22.2436
spec-6144-56237-0698,A2,train,18.51868
spec-4792-55925-0830,A2,train,16.18656
spec-7339-57082-0803,A2,train,50.10682
spec-3782-55244-0282,A2,train,67.86676
spec-6626-56330-0090,A2,train,20.24901
spec-6002-56104-0810,A2,train,27.56827
spec-8297-57416-0489,A2,train,33.8514
spec-4546-55835-0674,A2,train,20.82067
spec-5364-56000-0332,A2,train,16.81948
spec-4358-55833-0750,A2,train,19.1561
spec-7428-56781-0182,A2,train,13.41168
spec-4885-55735-0787,A2,train,20.52194
spec-3751-55234-0634,A2,train,21.72936
spec-4420-55883-0558,A2,train,37.55968
spec-5043-56187-0290,A2,train,16.49386
spec-6373-56298-0847,A2,train,29.22899
spec-6261-56219-0276,A2,train,27.70575
spec-5489-55990-0940,A2,train,11.39185
spec-4690-55653-0656,A2,train,15.49679
spec-7340-58258-0640,A2,train,35.65282
spec-3974-55320-0228,A2,train,18.76698
spec-6196-56189-0642,A2,train,20.10796
spec-4496-55544-0892,A2,train,19.63519
spec-5399-55956-0272,A2,train,26.68913
spec-5893-56034-0178,A2,train,56.74647
spec-4015-55624-0878,A2,train,37.07861
spec-3673-55178-0160,A2,train,54.07906
spec-3810-55531-0448,A2,train,19.87821
spec-7675-57327-0534,A2,train,34.74929
spec-5417-55978-0630,A2,train,13.11994
spec-8218-57519-0784,A2,train,30.51767
spec-8059-57895-0791,A2,train,46.66655
spec-4854-55685-0336,A2,train,50.8173
spec-5737-56381-0908,A2,train,19.57343
spec-9199-57684-0067,A2,train,36.08558
spec-7331-56658-0819,A2,train,30.23513
spec-6442-56369-0852,A2,train,23.0388
spec-7338-57050-0875,A2,train,44.64049
spec-7133-56567-0651,A2,train,28.08158
spec-4393-55944-0916,A2,train,23.05141
spec-9167-58064-0009,A2,train,39.4561
spec-7761-58071-0180,A2,train,35.69804
spec-6813-56419-0102,A2,train,24.11597
spec-5491-56034-0094,A2,train,18.01163
spec-6594-56272-0620,A2,train,22.15779
spec-8398-57870-0962,A2,train,26.88113
spec-5738-56002-0532,A2,train,15.97202
spec-7292-56709-0854,A2,train,23.22647
spec-9384-58080-0824,A2,train,51.12953
spec-9414-58153-0488,A2,train,23.99503
spec-3841-56016-0040,A2,train,29.62131
spec-8733-58396-0863,A2,train,43.94224
spec-6797-56426-0322,A2,train,57.87179
spec-7339-56768-0810,A2,train,73.97581
spec-10665-58456-0615,A2,train,33.78514
spec-7083-56722-0728,A2,train,43.45565
spec-7590-56944-0731,A2,train,35.56791
spec-4296-55499-0726,A2,train,66.78457
spec-8396-57837-0216,A2,train,13.72544
spec-7027-56448-0835,A2,train,17.27003
spec-6519-56566-0896,A2,train,20.37293
spec-4290-55527-0876,A2,train,18.72712
spec-5362-56017-0978,A2,train,33.84655
spec-5972-56334-0473,A2,train,10.07172
spec-10901-58397-0009,A2,train,26.13876
spec-7333-56686-0146,A2,train,35.97523
spec-9003-57488-0602,A2,train,42.95163
spec-5205-56040-0262,A2,train,23.45019
spec-5489-55990-0768,A2,train,19.28593
spec-4542-55833-0344,A2,train,41.97736
spec-10231-58171-0185,A2,train,41.10028
spec-6497-56329-0204,A2,train,29.26198
spec-4461-55888-0967,A2,train,21.59765
spec-6471-56309-0164,A2,train,28.36362
spec-4025-55350-0474,A2,train,17.42756
spec-7822-57041-0457,A2,train,42.3054
spec-3972-55589-0340,A2,train,29.48262
spec-3588-55184-0682,A2,train,50.80563
spec-3879-55244-0672,A2,train,10.48108
spec-7339-58561-0876,A2,train,55.01548
spec-9168-58067-0350,A2,train,29.58686
spec-3655-55240-0196,A2,train,10.80879
spec-6379-56340-0455,A2,train,14.98728
spec-6469-56328-0258,A2,train,21.92824
spec-7586-57186-0939,A2,train,52.16775
spec-6059-56093-0122,A2,train,23.69223
spec-6190-56210-0888,A2,train,27.40347
spec-4551-55569-0162,A2,train,54.38107
spec-5443-56010-0922,A2,train,13.23143
spec-7338-58174-0802,A2,train,72.16599
spec-7301-56746-0910,A2,train,38.99279
spec-10268-58487-0204,A2,train,52.67538
spec-5431-56011-0316,A2,train,18.54315
spec-5489-55990-0888,A2,train,10.29029
spec-3692-55186-0308,A2,train,38.28975
spec-7315-56685-0859,A2,train,13.03877
spec-4444-55538-0302,A2,train,16.07997
spec-8875-57779-0370,A2,train,34.37546
spec-6033-56069-0936,A2,train,14.20405
spec-7338-57843-0875,A2,train,44.8966
spec-7340-57196-0543,A2,train,42.687
spec-10229-58441-0242,A2,train,25.1008
spec-4664-56192-0496,A2,train,14.34393
spec-6277-56273-0800,A2,train,44.81746
spec-7611-56946-0643,A2,train,47.31496
spec-3639-55205-0458,A2,train,49.52757
spec-11084-58427-0406,A2,train,36.96882
spec-7340-58230-0581,A2,train,34.56745
spec-6022-56076-0200,A2,train,57.5584
spec-6594-56272-0836,A2,train,40.91926
spec-7681-57042-0174,A2,train,42.45477
spec-4301-55810-0350,A2,train,30.94924
spec-3590-55201-0694,A2,train,46.70457
spec-7691-58487-0441,A2,train,22.39101
spec-7339-58561-0635,A2,train,46.53131
spec-8207-57431-0853,A2,train,45.03623
spec-3684-55246-0888,A2,train,14.31034
spec-4397-55921-0062,A2,train,17.03339
spec-8524-57656-0177,A2,train,29.67157
spec-3696-55277-0256,A2,train,11.46067
spec-6492-56362-0234,A2,train,33.69465
spec-5724-56364-0344,A2,train,23.92045
spec-3809-55533-0474,A2,train,21.17846
spec-5495-55896-0908,A2,train,26.63626
spec-7101-56659-0378,A2,train,24.23232
spec-6152-56164-0518,A2,train,39.92226
spec-5188-55803-0850,A2,train,20.38507
spec-8205-58143-0766,A2,train,31.45714
spec-5489-55990-0996,A2,train,22.36535
spec-6735-56397-0832,A2,train,21.79934
spec-3937-55352-0860,A2,train,45.41281
spec-5716-56684-0460,A2,train,41.92467
spec-7406-56805-0767,A2,train,13.76156
spec-6289-56559-0912,A2,train,21.24942
spec-4997-55738-0794,A2,train,15.78694
spec-5003-55715-0872,A2,train,23.78098
spec-6581-56540-0554,A2,train,29.82908
spec-3821-55535-0304,A2,train,29.73649
spec-6015-56096-0758,A2,train,10.89989
spec-7659-57060-0423,A2,train,37.47476
spec-3691-55274-0380,A2,train,17.29086
spec-6194-56190-0310,A2,train,25.29914
spec-7028-56449-0406,A2,train,37.04993
spec-4867-55924-0984,A2,train,14.80225
spec-11345-58428-0588,A2,train,41.03251
spec-4078-55358-0082,A2,train,50.09285
spec-6166-56181-0834,A2,train,21.63457
spec-7650-57575-0708,A2,train,17.68826
spec-3930-55332-0809,A2,train,28.11422
spec-6278-56266-0170,A2,train,42.94618
spec-10000-57716-1000,A2,train,41.32097
spec-7642-57651-0443,A2,train,29.47586
spec-9401-58103-0484,A2,train,28.17486
spec-3830-55574-0286,A2,train,17.01697
spec-7389-56769-0884,A2,train,27.00112
spec-4201-55443-0188,A2,train,57.22444
spec-5698-55947-0208,A2,train,16.41856
spec-4960-55747-0464,A2,train,21.16253
spec-6932-56397-0500,A2,train,23.45223
spec-4232-55447-0916,A2,train,44.13091
spec-6986-56717-0662,A2,train,18.59807
spec-6986-56717-0092,A2,train,39.98471
spec-6205-56187-0883,A2,train,14.75746
spec-5456-55980-0414,A2,train,11.85748
spec-11068-58488-0021,A2,train,51.00779
spec-8508-57845-0103,A2,train,56.22699
spec-6151-56265-0682,A2,train,29.40553
spec-6037-56104-0266,A2,train,51.96326
spec-4663-55893-0080,A2,train,19.23673
spec-6730-56425-0238,A2,train,31.82965
spec-5471-56034-0610,A2,train,25.32003
spec-5493-56009-0151,A2,train,11.2424
spec-7256-56658-0030,A2,train,29.73953
spec-7650-57575-0927,A2,train,51.11125
spec-7340-58289-0079,A2,train,46.21833
spec-7669-57329-0046,A2,train,39.62445
spec-4096-55501-0974,A2,train,38.60791
spec-5005-55751-0276,A2,train,10.99113
spec-5148-56220-0573,A2,train,19.24959
spec-7340-57106-0640,A2,train,39.11401
spec-11343-58430-0461,A2,train,42.85457
spec-4866-55895-0336,A2,train,19.97957
spec-7031-56449-0200,A2,train,23.80718
spec-6410-56336-0580,A2,train,26.61401
spec-6182-56190-0556,A2,train,14.85414
spec-5473-56033-0352,A2,train,10.79648
spec-9383-58097-0653,A2,train,26.46699
spec-6731-56385-0732,A2,train,61.39964
spec-10265-58512-0927,A2,train,28.69951
spec-8851-57460-0696,A2,train,49.39372
spec-6806-56419-0372,A2,train,23.1671
spec-8539-58021-0944,A2,train,31.84982
spec-7701-57356-0274,A2,train,13.63216
spec-4176-55682-0465,A2,train,12.12709
spec-7339-56747-0870,A2,train,50.36779
spec-6882-56541-0931,A2,train,14.98626
spec-6202-56266-0080,A2,train,12.27294
spec-6131-56211-0230,A2,train,23.64734
spec-3687-55269-0260,A2,train,38.73043
spec-5947-56093-0587,A2,train,22.435
spec-7338-57843-0581,A2,train,32.99488
spec-6753-56399-0544,A2,train,35.94046
spec-4989-55743-0750,A2,train,15.14069
spec-4605-55971-0542,A2,train,17.57648
spec-6497-56329-0172,A2,train,32.50744
spec-6311-56447-0415,A2,train,48.12811
spec-6587-56537-0880,A2,train,28.21617
spec-5328-55982-0824,A2,train,31.58719
spec-3848-55647-0942,A2,train,16.28312
spec-7339-56722-0823,A2,train,76.16248
spec-7338-57874-0640,A2,train,40.82023
spec-4999-55721-0702,A2,train,17.23067
spec-6666-56371-0762,A2,train,18.05814
spec-5119-55836-0140,A2,train,20.91166
spec-4413-55894-0740,A2,train,78.59672
spec-4895-55708-0670,A2,train,18.49373
spec-6002-56104-0764,A2,train,17.03589
spec-4040-55605-0568,A2,train,29.4055
spec-6788-56428-0774,A2,train,29.28076
spec-6378-56330-0427,A2,train,16.57964
spec-3859-55246-0314,A2,train,10.88536
spec-6292-56566-0079,A2,train,34.9054
spec-7841-56960-0142,A2,train,34.94005
spec-7867-57003-0407,A2,train,29.70456
spec-3677-55205-0626,A2,train,16.25965
spec-5308-55976-0070,A2,train,44.58169
spec-4411-56164-0528,A2,train,12.85087
spec-7434-57166-0254,A2,train,19.01087
spec-3964-55648-0970,A2,train,17.43297
spec-7111-56741-0896,A2,train,29.10218
spec-9384-58080-0335,A2,train,25.12215
spec-6649-56364-0682,A2,train,40.90367
spec-7852-56987-0638,A2,train,35.09437
spec-3688-55273-0354,A2,train,17.66765
spec-7339-57428-0832,A2,train,47.62218
spec-6292-56566-0165,A2,train,40.63916
spec-6680-56420-0936,A2,train,41.26801
spec-6031-56091-0020,A2,train,29.66667
spec-5709-56571-0426,A2,train,23.70112
spec-6113-56219-0422,A2,train,42.50298
spec-6135-56192-0091,A2,train,31.36236
spec-7615-56977-0787,A2,train,24.52212
spec-5472-55976-0338,A2,train,20.26044
spec-6148-56209-0593,A2,train,14.73881
spec-6052-56092-0134,A2,train,22.21348
spec-5487-55982-0906,A2,train,13.08071
spec-3770-55234-0590,A2,train,45.59743
spec-5148-56220-0180,A2,train,29.30623
spec-7726-58154-0830,A2,train,45.33921
spec-6196-56189-0996,A2,train,14.61529
spec-11565-58507-0650,A2,train,60.43099
spec-5452-55957-0784,A2,train,13.07395
spec-7339-57918-0637,A2,train,32.79037
spec-8235-58191-0120,A2,train,10.59607
spec-9342-57722-0015,A2,train,36.77066
spec-5288-55865-0380,A2,train,27.83951
spec-6297-56218-0424,A2,train,33.7093
spec-4420-55883-0360,A2,train,25.42125
spec-5016-55709-0760,A2,train,10.98366
spec-11295-58456-0056,A2,train,20.94517
spec-4718-56014-0940,A2,train,32.6591
spec-9177-58044-0434,A2,train,31.3482
spec-11565-58507-0018,A2,train,54.97451
spec-7339-56755-0079,A2,train,45.22947
spec-6269-56246-0196,A2,train,17.58684
spec-5468-56014-0068,A2,train,10.14884
spec-6835-56420-0930,A2,train,18.69518
spec-9238-58013-0636,A2,train,33.83928
spec-6136-56206-0072,A2,train,32.59582
