basename,label,ra,dec,snr,resource,dataset
spec-3161-54779-0541,A,117.39718,41.715848,62.68715,sdss,val
spec-5022-55827-0296,A,328.67148,19.174914,11.9251,sdss,val
spec-2819-54617-0306,A,277.62131,41.251741,13.81716,sdss,val
spec-2316-53757-0516,A,130.17002,54.067412,22.072,sdss,val
spec-2184-53534-0291,A,270.94037,22.905189,54.01911,sdss,val
spec-2219-53816-0601,A,175.09828,27.582734,7.321985,sdss,val
spec-6703-56636-0144,A,161.95618,52.39541,5.556883,sdss,val
spec-3946-55659-0568,A,236.73892,26.679067,8.730642,sdss,val
spec-7378-56715-0170,A,124.21344,47.000365,26.51423,sdss,val
spec-3212-54851-0589,A,143.11583,23.560007,75.0481,sdss,val
spec-3404-54967-0018,A,217.50837,26.923643,14.09534,sdss,val
spec-3688-55273-0730,A,123.00573,50.000427,56.20477,sdss,val
spec-8290-57364-0576,A,114.57569,41.677838,34.22632,sdss,val
spec-6410-56336-0480,A,173.78432,26.503945,22.08919,sdss,val
spec-6027-56103-0164,A,251.54486,44.55605,18.18506,sdss,val
spec-1253-52974-0188,A,64.904246,32.907428,49.15921,sdss,val
spec-3208-54853-0136,A,120.97095,65.15451,28.77113,sdss,val
spec-4611-55603-0646,A,181.07511,33.096262,6.844795,sdss,val
spec-2215-53793-0392,A,168.21403,29.503859,25.71679,sdss,val
spec-3818-55532-0777,A,136.46306,0.17839971,8.314258,sdss,val
spec-3374-54948-0465,A,189.32708,24.512358,8.865032,sdss,val
spec-2167-53889-0495,A,235.70158,18.208411,37.49304,sdss,val
spec-5868-56045-0750,A,209.1214,20.327572,9.484834,sdss,val
spec-0283-51660-0624,A,177.21143,0.59433044,33.75412,sdss,val
spec-2294-53733-0291,A,142.31753,24.691705,30.64299,sdss,val
spec-2256-53859-0530,A,259.36776,43.250743,15.51428,sdss,val
spec-3979-55597-0716,A,198.20598,36.363503,20.62919,sdss,val
spec-3404-54967-0601,A,217.68589,29.065719,27.14598,sdss,val
spec-2305-54414-0407,A,320.22648,-6.578179,59.34571,sdss,val
spec-2287-53705-0106,A,138.45076,22.434579,27.7357,sdss,val
spec-3404-54967-0002,A,217.63739,27.319212,17.05846,sdss,val
spec-2854-54480-0469,A,156.24184,9.322429,47.77197,sdss,val
spec-2062-53381-0524,A,21.583469,39.656554,22.91004,sdss,val
spec-0613-52345-0363,A,228.52096,60.787882,10.57315,sdss,test
spec-1868-53318-0456,A,116.79221,49.948453,60.80093,sdss,test
spec-3829-55300-0854,A,151.35797,0.35210306,7.146236,sdss,test
spec-1152-52941-0462,A,324.91767,0.097747,6.026321,sdss,test
spec-8427-57846-0744,A,212.9015,57.702026,8.34517,sdss,test
spec-2045-53350-0221,A,29.407953,-0.365673,38.95924,sdss,test
spec-0310-51990-0083,A,226.08777,-0.93717321,6.195015,sdss,test
spec-0876-52669-0434,A,162.2524,50.901874,7.359507,sdss,test
spec-2062-53381-0163,A,20.815744,37.973913,12.59485,sdss,test
spec-2183-53536-0350,A,265.05795,25.975386,43.47985,sdss,test
spec-0876-52669-0244,A,162.24171,49.026118,49.93086,sdss,test
spec-6589-56536-0072,A,347.4412,23.832398,34.73624,sdss,test
spec-2013-53818-0185,A,185.54945,31.732361,17.63406,sdss,test
spec-6447-56362-0930,A,160.55914,33.611796,7.26333,sdss,test
spec-7258-56605-0988,A,102.17157,0.15327902,28.81845,sdss,test
spec-2600-54243-0435,A,189.7115,17.532032,55.69337,sdss,test
spec-7378-56715-0346,A,123.36455,47.777098,37.80721,sdss,test
spec-3156-54792-0317,A,54.12867,-0.72172594,61.44486,sdss,test
spec-2151-54523-0399,A,225.97013,28.339908,51.73477,sdss,test
spec-2423-54149-0134,A,125.51199,10.249418,25.40493,sdss,test
spec-3170-54859-0536,A,171.93251,20.837473,11.58016,sdss,test
spec-2926-54625-0033,A,199.29032,-0.397744,32.09559,sdss,test
spec-2459-54339-0176,A,238.61272,26.193167,18.11932,sdss,test
spec-7136-56570-0973,A,356.11803,35.319117,6.714384,sdss,test
spec-2620-54397-0621,A,336.97817,39.984765,18.19778,sdss,test
spec-3297-54941-0179,A,228.54369,50.872972,13.12854,sdss,test
spec-1390-53142-0303,A,236.53296,29.248226,24.59998,sdss,test
spec-0918-52404-0414,A,216.71555,-1.1974089,58.04311,sdss,test
spec-2850-54461-0049,A,25.949735,-10.236243,44.09137,sdss,test
spec-0334-51993-0215,A,186.9158,-3.3524743,10.03566,sdss,test
spec-2520-54584-0051,A,238.38655,10.416157,47.73702,sdss,test
spec-2914-54533-0572,A,144.70751,30.749029,20.93704,sdss,test
spec-3253-54941-0172,A,186.73959,4.9458256,65.56699,sdss,test
spec-2902-54629-0276,A,228.52025,6.829324,75.75257,sdss,test
spec-2294-54524-0528,A,143.69752,26.257128,11.59892,sdss,test
spec-2262-54623-0335,A,261.78154,33.964673,7.190466,sdss,test
spec-7339-57451-0637,A,212.51069,53.805815,43.54135,sdss,test
spec-6623-56367-0037,A,201.27686,43.770405,11.1531,sdss,test
spec-1777-53857-0292,A,206.71186,12.694649,17.72815,sdss,test
spec-1149-53003-0184,A,123.08002,-0.383575,18.91983,sdss,test
spec-11337-58431-0328,A,329.85599,4.7950014,13.17342,sdss,test
spec-2253-54551-0467,A,262.58508,33.254629,61.17543,sdss,test
spec-0523-52026-0619,A,195.12459,3.2887855,36.71965,sdss,test
spec-0886-52381-0582,A,194.5577,52.774227,7.009497,sdss,test
spec-1040-52722-0102,A,199.44745,53.691293,50.39276,sdss,test
spec-2474-54564-0561,A,238.93154,27.65687,38.0907,sdss,test
spec-5846-56017-0252,A,180.7894,18.121694,6.232152,sdss,test
spec-0480-51989-0039,A,147.9502,1.5812482,33.94218,sdss,test
spec-2277-53705-0383,A,129.28794,20.19986,20.38,sdss,test
spec-1252-52970-0440,A,64.927278,31.398931,40.81844,sdss,test
spec-0928-52578-0623,A,119.7967,25.768882,41.08629,sdss,test
spec-2325-54082-0187,A,344.63848,6.810984,11.36995,sdss,test
spec-5173-56046-0182,A,220.36865,38.055198,23.71706,sdss,test
spec-2537-53906-0390,A,332.4118,69.747764,69.98599,sdss,test
spec-2219-53816-0446,A,173.93428,27.867372,8.395944,sdss,test
spec-3160-54793-0200,A,107.62653,30.665091,49.29321,sdss,test
spec-2191-54621-0543,A,253.82297,24.072515,11.77047,sdss,test
spec-0673-52162-0126,A,337.17968,-0.85419456,60.21984,sdss,test
spec-2461-54570-0593,A,194.68791,59.920481,8.628407,sdss,test
spec-4262-55482-0692,A,36.721223,4.4730509,13.40561,sdss,test
spec-0293-51994-0374,A,194.0467,0.78013095,8.767519,sdss,test
spec-6001-56072-0792,A,207.42174,24.542306,21.08369,sdss,test
spec-3408-54948-0609,A,224.85633,12.872643,52.48979,sdss,test
spec-0903-52400-0519,A,151.50169,52.898385,10.6039,sdss,test
spec-5002-55710-0430,A,261.01094,31.17044,18.66502,sdss,test
spec-6872-56540-0916,A,13.875193,33.161967,17.74862,sdss,test
spec-0912-52427-0505,A,205.06578,-1.7250433,24.03987,sdss,test
spec-7339-57544-0637,A,212.51069,53.805815,46.85217,sdss,test
spec-2861-54583-0102,A,172.59163,-7.899863,51.67414,sdss,test
spec-2942-54521-0456,A,71.505064,-4.98277,10.37217,sdss,test
spec-3111-54800-0193,A,12.5567,-0.43174601,18.99404,sdss,test
spec-2920-54562-0613,A,190.06872,0.865146,31.8237,sdss,test
spec-5033-56244-0914,A,342.81036,17.910829,5.035408,sdss,test
spec-4015-55624-0872,A,225.31098,2.8803921,41.90223,sdss,test
spec-0558-52317-0577,A,151.56072,58.20221,16.95376,sdss,test
spec-2001-53493-0403,A,184.43112,39.553137,6.494644,sdss,test
spec-3303-54950-0042,A,200.64951,23.711907,12.8938,sdss,test
spec-1754-53385-0577,A,173.31892,15.594268,45.01439,sdss,test
spec-0754-52232-0196,A,113.59771,28.723612,39.02764,sdss,test
spec-3308-54919-0438,A,231.60989,7.1916574,18.86635,sdss,test
spec-2104-53852-0364,A,198.71916,32.477465,26.02036,sdss,test
spec-2802-54326-0173,A,278.57926,77.917094,31.4719,sdss,test
spec-1989-53772-0039,A,194.4772,37.699997,45.37024,sdss,test
spec-0373-51788-0166,A,331.75272,-0.14568815,21.84547,sdss,test
spec-1946-53432-0066,A,147.91951,30.930012,38.52478,sdss,test
spec-3135-54770-0118,A,8.6799862,24.887707,56.91886,sdss,test
spec-1259-52931-0635,A,95.662408,1.2503075,36.80406,sdss,test
spec-3772-55277-0438,A,162.48423,-2.009256,6.395377,sdss,test
spec-1987-53765-0567,A,193.06291,34.768481,34.85226,sdss,test
spec-4900-55739-0074,A,238.4308,13.225095,20.3472,sdss,test
spec-4667-55868-0832,A,18.855424,12.97117,5.941349,sdss,test
spec-1915-53612-0299,A,23.234065,-10.176076,6.177549,sdss,test
spec-5161-55968-0036,A,133.26619,47.9786,22.83694,sdss,test
spec-7579-56954-0398,A,332.57465,21.695343,31.14466,sdss,test
spec-3287-54941-0143,A,155.01636,42.21388,18.4956,sdss,test
spec-2407-53771-0477,A,152.21411,35.396855,14.01329,sdss,test
spec-1340-52781-0057,A,250.85039,31.632414,24.8486,sdss,test
spec-3221-54864-0025,A,176.13373,26.331257,29.72689,sdss,test
spec-3289-54910-0137,A,241.61256,16.634013,35.8067,sdss,test
spec-2265-53674-0540,A,120.11524,13.69206,12.57544,sdss,test
spec-2310-53710-0579,A,345.44243,7.691455,36.41098,sdss,test
spec-2400-53765-0504,A,134.72551,37.528588,30.1715,sdss,test
spec-2410-54087-0613,A,164.92242,49.007497,17.67156,sdss,test
spec-1756-53080-0310,A,121.31194,6.8540474,21.43317,sdss,test
spec-3173-54849-0405,A,177.93429,51.272529,6.586185,sdss,test
spec-2549-54523-0303,A,116.16981,83.033915,21.37787,sdss,test
spec-2532-54589-0121,A,246.77948,8.8222818,58.79878,sdss,test
spec-5489-55990-0682,A,229.26172,11.288179,24.04435,sdss,test
spec-0514-51994-0047,A,176.8341,1.8239586,47.58586,sdss,test
spec-0439-51877-0251,A,121.60733,44.288213,26.43469,sdss,test
spec-0429-51820-0331,A,25.554216,14.505538,19.03721,sdss,test
spec-2323-54380-0314,A,331.44762,5.763709,6.612932,sdss,test
spec-0841-52375-0221,A,179.17709,4.5985932,10.20598,sdss,test
spec-3230-54860-0197,A,126.14742,15.542707,44.86491,sdss,test
spec-0890-52583-0297,A,117.1815,31.119407,35.84203,sdss,test
spec-5871-56041-0608,A,178.72057,17.523746,41.59143,sdss,test
spec-1882-53262-0528,A,357.53494,40.374205,47.46336,sdss,test
spec-1913-53321-0488,A,6.156447,-9.369629,28.58649,sdss,test
spec-3976-55302-0154,A,195.26732,38.821915,17.40019,sdss,test
spec-2181-53524-0581,A,255.45424,40.776541,39.58833,sdss,test
spec-1907-53315-0240,A,25.271627,-0.288632,14.19219,sdss,test
spec-2829-54623-0544,A,256.27027,28.523545,13.90579,sdss,test
spec-3773-55240-0014,A,168.0218,-2.0738844,7.022147,sdss,test
spec-6629-56365-0340,A,208.91226,44.302173,19.39458,sdss,test
spec-0334-51993-0159,A,187.35016,-3.1784332,9.779633,sdss,test
spec-7414-56748-0840,A,197.44524,46.691858,40.12515,sdss,test
spec-7606-56977-0498,A,349.05144,21.629971,9.145225,sdss,test
spec-3225-54853-0562,A,115.78629,44.657734,29.26154,sdss,test
spec-3324-54943-0124,A,153.24657,53.011297,17.88664,sdss,test
spec-2333-53682-0031,A,299.56616,18.769892,95.4069,sdss,test
spec-3318-54951-0421,A,201.9916,54.283972,5.592338,sdss,test
spec-1405-52826-0155,A,241.45587,30.827591,9.039271,sdss,test
spec-0946-52407-0278,A,151.84812,55.548822,32.66892,sdss,test
spec-2965-54594-0517,A,193.28863,10.399484,20.62003,sdss,test
spec-2934-54626-0216,A,221.66987,-0.943363,29.59937,sdss,test
spec-8846-57428-0930,A,205.82023,39.867872,35.2617,sdss,test
spec-1252-52970-0002,A,66.026978,29.940772,50.45095,sdss,test
spec-2212-53789-0022,A,168.01614,25.674853,7.508029,sdss,test
spec-2334-53713-0310,A,50.091405,4.717363,53.10448,sdss,test
spec-7656-57338-0218,A,342.82225,26.1818,40.14949,sdss,test
spec-4395-55828-0650,A,34.085287,-8.0602459,34.74699,sdss,test
spec-4216-55477-0918,A,0.671437309999988,1.3678342,20.03997,sdss,test
spec-1155-52581-0125,A,35.023924,-1.013005,15.78985,sdss,test
spec-6140-56189-0254,A,345.25645,14.100265,5.743445,sdss,test
spec-0693-52254-0051,A,15.963481,-0.68408486,5.392302,sdss,test
spec-2417-53766-0306,A,47.05394,40.788852,15.11195,sdss,test
spec-1259-52931-0293,A,93.497131,0.83044173,59.65329,sdss,test
spec-2195-54234-0594,A,272.66697,23.682423,9.770206,sdss,test
spec-3162-54800-0020,A,121.56009,17.981226,32.76471,sdss,test
spec-2407-53771-0496,A,152.70051,35.698397,41.79895,sdss,test
spec-5021-55863-0374,A,330.78779,18.751361,8.133001,sdss,test
spec-2797-54616-0477,A,262.0569,8.169932,52.81303,sdss,test
spec-2409-54210-0385,A,161.56558,0.934577,29.84719,sdss,test
spec-5780-56274-0026,A,136.45675,26.628981,17.58096,sdss,test
spec-3426-54977-0045,A,252.67074,20.501642,27.93555,sdss,test
spec-7258-56605-0549,A,100.13404,0.54973701,32.21182,sdss,test
spec-4966-55712-0233,A,238.69491,32.668901,14.6195,sdss,test
spec-2303-54629-0571,A,302.45428,-10.787655,45.28567,sdss,test
spec-3314-54970-0043,A,224.98038,-0.61224314,15.60442,sdss,test
spec-8174-57374-0430,A,154.8857,52.276109,25.76103,sdss,test
spec-3234-54885-0117,A,195.75429,9.7239885,6.581819,sdss,test
spec-4024-55646-0586,A,217.287,3.0237787,8.962719,sdss,test
spec-3253-54941-0257,A,186.24954,3.753906,16.32608,sdss,test
spec-2378-53759-0349,A,42.112634,34.517974,42.83322,sdss,test
spec-2796-54629-0364,A,252.60119,13.797724,42.81433,sdss,test
spec-2552-54632-0592,A,280.29832,64.641363,48.36336,sdss,test
spec-0567-52252-0084,A,139.31389,2.9300032,48.97038,sdss,test
spec-2739-54618-0232,A,228.9188,7.062608,12.16491,sdss,test
spec-2369-53733-0628,A,146.28065,17.618721,12.19481,sdss,test
spec-2906-54577-0624,A,214.35068,37.007459,67.23727,sdss,test
spec-6422-56328-0668,A,175.31966,23.915405,8.743378,sdss,test
spec-3803-55513-0014,A,123.3826,39.712393,5.524487,sdss,test
spec-2873-54505-0386,A,169.82941,67.356426,24.73929,sdss,test
spec-2682-54401-0093,A,101.30005,36.709779,103.3233,sdss,test
spec-1768-53442-0159,A,188.28974,14.550954,18.33522,sdss,test
spec-2695-54409-0209,A,110.04762,30.513221,28.54707,sdss,test
spec-1295-52934-0249,A,121.99526,5.5556904,19.16393,sdss,test
spec-3312-54969-0322,A,212.39027,47.04533,15.5243,sdss,test
spec-2190-54386-0393,A,307.85497,76.182647,12.58403,sdss,test
spec-1752-53379-0636,A,170.0801,14.529051,13.55003,sdss,test
spec-2244-53795-0090,A,201.50427,25.542973,41.07679,sdss,test
spec-3923-55325-0962,A,240.3214,15.244739,5.199681,sdss,test
spec-6043-56096-0624,A,239.51711,44.14102,6.364732,sdss,test
spec-1890-53237-0592,A,319.9149,10.810304,24.13158,sdss,test
spec-7340-56837-0587,A,212.37591,54.32911,42.23524,sdss,test
spec-3388-54947-0522,A,223.70249,10.806957,11.33731,sdss,test
spec-2299-53711-0352,A,89.490722,64.167858,24.87344,sdss,test
spec-1328-52786-0167,A,222.73311,50.654442,15.00602,sdss,test
spec-1909-53261-0618,A,312.02778,0.791367,29.91949,sdss,test
spec-3306-54922-0273,A,181.9177,0.23635646,17.90716,sdss,test
spec-1266-52709-0032,A,124.50067,25.429288,39.69903,sdss,test
spec-2445-54573-0479,A,201.89032,66.548976,31.66907,sdss,test
spec-2331-53742-0303,A,127.59237,53.220706,34.36934,sdss,test
spec-2397-53763-0575,A,50.445815,41.677699,48.41686,sdss,test
spec-3288-54908-0181,A,244.47134,49.265079,34.70353,sdss,test
spec-1651-53442-0638,A,232.76167,30.073547,13.72392,sdss,test
spec-3193-54830-0624,A,151.87613,44.947765,10.39824,sdss,test
spec-0760-52264-0189,A,124.58584,39.630785,55.69018,sdss,test
spec-3287-54941-0057,A,155.32057,42.106485,12.68475,sdss,test
spec-3214-54866-0005,A,182.82784,10.637612,22.47243,sdss,test
spec-3243-54910-0114,A,167.13469,2.4633729,63.85627,sdss,test
spec-3303-54950-0263,A,198.64435,24.686198,24.94248,sdss,test
spec-0547-51959-0254,A,123.62076,43.713771,14.23028,sdss,test
spec-2884-54526-0244,A,243.88527,49.596323,7.229944,sdss,test
spec-2620-54397-0021,A,337.21849,39.050631,13.05535,sdss,test
spec-8389-57488-0919,A,202.24674,42.399406,43.51816,sdss,test
spec-3777-55210-0007,A,185.78462,-2.2272826,6.632144,sdss,test
spec-4661-55614-0996,A,25.441444,13.837931,5.580817,sdss,test
spec-2125-53795-0551,A,213.47709,31.913526,49.79053,sdss,test
spec-3142-54735-0619,A,354.87621,0.61688105,38.75164,sdss,test
spec-9330-57743-0543,A,23.312486,-2.3111142,38.64065,sdss,test
spec-3111-54800-0149,A,13.0722,-0.169929,12.39715,sdss,test
spec-0594-52027-0396,A,235.22209,3.2055069,31.56685,sdss,test
spec-2689-54149-0501,A,191.61758,-7.268397,57.51792,sdss,test
spec-2873-54505-0586,A,173.82066,67.285007,14.49096,sdss,test
spec-2394-54551-0248,A,167.88776,57.851752,37.53041,sdss,test
spec-0733-52207-0391,A,326.94414,12.331973,38.04732,sdss,test
spec-1729-53858-0498,A,241.21572,7.3231185,11.00231,sdss,test
spec-4370-55534-0030,A,12.825293,-2.558235,7.512926,sdss,test
spec-2247-54169-0434,A,258.58013,42.714,53.91954,sdss,test
spec-2829-54623-0425,A,254.85771,28.628549,20.84105,sdss,test
spec-0372-52173-0418,A,329.53259,0.88920237,44.21247,sdss,test
spec-11063-58426-0750,A,14.644686,8.1889338,44.34996,sdss,test
spec-1267-52932-0226,A,125.7714,27.32775,9.592411,sdss,test
spec-2750-54242-0040,A,223.94557,13.505607,41.64122,sdss,test
spec-2407-53771-0373,A,151.21312,35.796369,23.34609,sdss,test
spec-4399-55811-0594,A,38.328942,-5.4943557,14.48142,sdss,test
spec-2323-54380-0265,A,331.85561,6.266764,31.07268,sdss,test
spec-3301-54939-0469,A,201.98775,24.267073,42.81397,sdss,test
spec-1728-53228-0024,A,240.94685,7.7590172,41.07899,sdss,test
spec-1757-53083-0319,A,123.68184,7.2674992,7.131765,sdss,test
spec-4261-55503-0118,A,41.080929,2.1152509,8.913743,sdss,test
spec-3772-55277-0980,A,164.32318,-1.5999427,7.426627,sdss,test
spec-2886-54498-0288,A,162.72689,8.4335615,30.07046,sdss,test
spec-2708-54561-0202,A,166.73955,-17.55206,6.49714,sdss,test
spec-0737-52518-0080,A,337.03532,12.970552,10.92027,sdss,test
spec-0299-51671-0301,A,204.18985,-0.37535767,13.12494,sdss,test
spec-2676-54179-0030,A,103.14397,27.601095,51.05696,sdss,test
spec-1969-53383-0220,A,159.92456,30.171577,27.0838,sdss,test
spec-2569-54234-0295,A,160.86577,-0.765623,36.13535,sdss,test
spec-2177-54557-0327,A,242.80275,17.55308,44.52554,sdss,test
spec-7761-58071-0266,A,354.11687,30.036751,15.25014,sdss,test
spec-2861-54583-0397,A,171.24359,-7.363346,28.88286,sdss,test
spec-3408-54948-0564,A,224.53233,12.899657,7.990476,sdss,test
spec-2568-54153-0514,A,186.28282,0.300258,42.87721,sdss,test
spec-4418-55862-0910,A,8.78217699999999,6.6013197,5.937497,sdss,test
spec-0525-52295-0040,A,199.23114,1.80122,24.26657,sdss,test
spec-0849-52439-0048,A,196.23472,3.9724697,12.42662,sdss,test
spec-2068-53386-0403,A,46.725823,0.838568,37.23016,sdss,test
spec-3123-54741-0040,A,74.513783,-5.0549591,30.80136,sdss,test
spec-8210-57426-0868,A,201.0339,51.886766,29.9959,sdss,test
spec-2749-54241-0302,A,220.09827,13.915196,18.11955,sdss,test
spec-3661-55614-0218,A,114.37805,36.997269,5.198975,sdss,test
spec-6453-56365-0461,A,159.7509,26.543673,7.025485,sdss,test
spec-7871-56902-0882,A,13.738593,-1.211259,48.55164,sdss,test
spec-7766-58395-0689,A,352.17758,32.42897,10.6185,sdss,test
spec-2548-54152-0082,A,90.570391,82.731029,17.97012,sdss,test
spec-1764-53467-0418,A,180.75784,15.983801,10.16849,sdss,test
spec-2859-54570-0397,A,169.13676,-11.552526,32.03228,sdss,test
spec-2457-54180-0100,A,191.623,29.082752,50.0929,sdss,test
spec-0384-51821-0073,A,354.28873,-0.3414424,37.89218,sdss,test
spec-3152-54801-0625,A,156.5322,36.429741,27.36871,sdss,test
spec-3810-55531-0664,A,130.60699,3.279821,6.322107,sdss,test
spec-4842-55867-0978,A,123.96113,6.8983567,22.48411,sdss,test
spec-3782-55244-0582,A,145.37758,-1.6404891,9.553102,sdss,test
spec-3143-54772-0507,A,343.48903,0.29399657,10.9654,sdss,test
spec-3375-55003-0009,A,192.33682,34.899802,45.28243,sdss,test
spec-2822-54389-0544,A,1.850626,25.553312,12.07509,sdss,test
spec-1628-53474-0195,A,189.22411,6.7252625,25.3694,sdss,test
spec-4065-55368-0764,A,250.7116,15.010107,5.365825,sdss,test
spec-1885-53230-0138,A,355.80638,42.047646,14.77189,sdss,test
spec-7338-58127-0640,A,212.51069,53.805815,49.07539,sdss,test
spec-1320-52759-0624,A,203.53306,56.873247,10.9896,sdss,test
spec-3196-54834-0204,A,143.07298,13.504178,15.9708,sdss,test
spec-5391-56000-0924,A,182.8086,10.077395,24.65184,sdss,test
spec-2232-53827-0586,A,186.37963,30.66935,13.19424,sdss,test
spec-2160-53885-0566,A,231.76993,26.266255,16.86306,sdss,test
spec-3105-54825-0100,A,8.3747902,-10.5897,17.72029,sdss,test
spec-2708-54561-0359,A,165.68601,-16.224393,7.925209,sdss,test
spec-8542-57933-0186,A,247.21923,45.310381,21.33834,sdss,test
spec-2402-54176-0476,A,141.07147,7.405074,41.5023,sdss,test
spec-1760-53086-0218,A,131.67198,8.542529,21.81454,sdss,test
spec-7841-56960-0122,A,30.0554,-3.3657321,11.82227,sdss,test
spec-0622-52054-0525,A,243.45826,49.279104,43.99734,sdss,test
spec-2305-54414-0597,A,321.1834,-6.683123,78.22043,sdss,test
spec-3377-54950-0384,A,198.78431,33.69919,16.96812,sdss,test
spec-0928-52578-0068,A,118.98257,25.117537,46.45465,sdss,test
spec-2409-54210-0273,A,161.38009,-1.128294,20.90051,sdss,test
spec-0849-52439-0346,A,194.72773,5.6012145,11.12953,sdss,test
spec-2861-54583-0535,A,172.4897,-6.620574,35.28257,sdss,test
spec-1956-53437-0638,A,155.84345,32.133041,15.58904,sdss,test
spec-2816-54400-0344,A,24.031503,-9.036752,22.89871,sdss,test
spec-2671-54141-0377,A,132.05575,11.615307,28.77414,sdss,test
spec-2378-53759-0206,A,43.172617,32.91733,35.54763,sdss,test
spec-0435-51882-0268,A,117.22872,39.911843,9.850146,sdss,test
spec-1893-53239-0016,A,341.18241,13.050013,18.89673,sdss,test
spec-2401-53768-0630,A,140.83488,30.869975,15.19426,sdss,test
spec-0700-52199-0053,A,29.141981,-0.72276654,6.44308,sdss,test
spec-2893-54523-0004,A,182.9138,19.114774,56.73689,sdss,test
spec-3169-54821-0124,A,148.301,53.479848,34.19893,sdss,test
spec-8285-57048-0134,A,145.98515,43.113894,15.67341,sdss,test
spec-3216-54908-0335,A,169.0145,47.228222,27.17911,sdss,test
spec-7288-57039-0502,A,133.17168,54.068098,17.72754,sdss,test
spec-1973-53432-0253,A,157.7369,36.275588,9.694681,sdss,test
spec-3878-55361-0790,A,223.22623,29.704149,7.267027,sdss,test
spec-0659-52199-0176,A,17.272228,-10.201387,12.12135,sdss,test
spec-1000-52643-0059,A,161.08332,6.1379616,33.96286,sdss,test
spec-6168-56187-0956,A,348.78134,7.788345,19.98466,sdss,test
spec-0791-52347-0093,A,221.83399,56.092264,35.72786,sdss,test
spec-4610-55621-0572,A,180.69598,35.132329,7.324882,sdss,test
spec-3209-54906-0033,A,76.542892,-3.9523518,62.48368,sdss,test
spec-3221-54864-0001,A,175.8555,25.718094,23.32308,sdss,test
spec-3160-54793-0080,A,109.09826,30.137142,22.1589,sdss,test
spec-1404-52825-0202,A,239.26007,31.546015,21.44959,sdss,test
spec-2474-54333-0304,A,237.14183,26.112674,5.151286,sdss,test
spec-2548-54152-0504,A,93.054819,83.972475,10.21128,sdss,test
spec-2300-53682-0502,A,82.913099,62.344333,19.76405,sdss,test
spec-1593-52991-0121,A,142.03049,32.877056,19.72514,sdss,test
spec-3162-54800-0283,A,119.6333,17.691182,20.39588,sdss,test
spec-2850-54461-0028,A,26.426146,-9.742554,34.59005,sdss,test
spec-3802-55528-0192,A,121.5632,38.150014,5.203482,sdss,test
spec-3189-54833-0043,A,130.5206,13.762844,13.32477,sdss,test
spec-7338-56717-0632,A,212.51069,53.805815,49.57013,sdss,test
spec-7253-56598-0280,A,59.432261,-6.1200936,51.58852,sdss,test
spec-1254-52972-0377,A,63.475005,26.422313,42.6273,sdss,test
spec-3216-54853-0386,A,169.06934,46.91449,23.25047,sdss,test
spec-6880-56543-0154,A,3.08526560000001,24.517508,8.256734,sdss,test
spec-2333-53682-0150,A,298.54441,18.747994,96.81413,sdss,test
spec-3297-54941-0479,A,228.96221,51.560593,15.14819,sdss,test
spec-2894-54539-0041,A,182.74832,49.295678,55.02367,sdss,test
spec-6019-56074-0182,A,227.01392,24.64512,7.500227,sdss,test
spec-2581-54085-0181,A,145.10848,14.978066,22.02672,sdss,test
spec-4463-55868-0226,A,123.04655,25.550094,8.221415,sdss,test
spec-2911-54631-0609,A,232.47729,40.208035,87.76346,sdss,test
spec-1893-53239-0424,A,339.56024,13.940279,16.65292,sdss,test
spec-2071-53741-0160,A,59.860466,-6.016682,23.57739,sdss,test
spec-1664-52973-0159,A,42.34335,-0.25873,24.30212,sdss,test
spec-3293-54921-0029,A,131.4328,5.1237697,61.86977,sdss,test
spec-3960-55663-0586,A,229.92987,26.395368,29.50452,sdss,test
spec-4412-55912-0766,A,342.35855,6.3300179,5.134671,sdss,test
spec-3314-54970-0265,A,223.74275,-1.2031449,10.29709,sdss,test
spec-3300-54914-0632,A,165.14257,15.298157,56.71443,sdss,test
spec-0491-51942-0631,A,173.69385,66.821677,52.36364,sdss,test
spec-2188-54595-0309,A,242.44672,16.062699,21.43286,sdss,test
spec-4804-55679-0048,A,237.29494,3.2879409,10.0397,sdss,test
spec-1580-53145-0485,A,237.14214,31.845619,40.1899,sdss,test
spec-3221-54864-0033,A,176.51677,26.13855,49.62248,sdss,test
spec-2368-53758-0553,A,142.81912,17.315081,43.94179,sdss,test
spec-3179-54830-0524,A,152.85634,21.836644,9.276471,sdss,test
spec-2592-54178-0365,A,157.07712,17.061839,48.50257,sdss,test
spec-2901-54652-0314,A,196.66339,-0.242555,21.53682,sdss,test
spec-2334-53730-0438,A,50.692981,5.584594,17.01967,sdss,test
spec-6042-56101-0954,A,238.77384,44.774959,6.024871,sdss,test
spec-1254-52972-0536,A,64.454636,26.654706,39.35938,sdss,test
spec-2327-53710-0166,A,9.045153,7.192238,33.23683,sdss,test
spec-3289-54910-0444,A,241.77873,18.696473,7.765723,sdss,test
spec-7340-57106-0073,A,215.4665,53.046156,39.53751,sdss,test
spec-1468-52999-0317,A,3.601628,34.825859,14.8006,sdss,test
spec-2056-53463-0082,A,121.63398,6.458154,44.64117,sdss,test
spec-3249-54880-0477,A,152.16447,13.933467,34.44753,sdss,test
spec-0475-51965-0570,A,143.07403,2.7375214,28.20667,sdss,test
spec-1762-53415-0342,A,176.84805,15.179085,46.36636,sdss,test
