basename,label,ra,dec,snr,resource,dataset
spec-55960-GAC_071N47_V2_sp09-055,A,72.569562,48.684421,29.51,lamost_low,train
spec-56321-VB058N31V2_sp08-096,A,59.660691,31.108738,12.68,lamost_low,train
spec-56916-HD202734N382625V01_sp12-206,A,309.505692,39.585406,65.51,lamost_low,train
spec-56589-GAC078N51V3_sp09-211,A,79.499807,51.858582,84.17,lamost_low,train
spec-56571-GAC064N37B1_sp09-013,A,65.681344,38.25009,95.25,lamost_low,train
spec-57746-GAC084N44M1_sp10-202,A,82.062214,43.431246,28.51,lamost_low,train
spec-58131-GAC071N55M1_sp05-037,A,70.933247,54.695062,27.62,lamost_low,train
spec-56979-GAC096N16B2_sp08-145,A,97.566755,16.401191,24.23,lamost_low,train
spec-58050-GACII007N48M1_sp10-149,A,3.7323338,48.050974,22.82,lamost_low,train
spec-56285-GAC122S06V3_sp04-193,A,122.49415,-7.0697146,23.81,lamost_low,train
spec-56648-VB003N26V2_sp15-200,A,3.074469,27.702169,140.97,lamost_low,train
spec-57739-HD014619N434220V01_sp13-172,A,28.4482134,44.4380634,57.47,lamost_low,train
spec-56769-HD184250N365730V_sp05-219,A,279.7226927,35.593479,148.4,lamost_low,train
spec-57662-KP034215N224711V01_sp12-012,A,57.15293,24.220036,108.25,lamost_low,train
spec-58845-HD090901N073047M02_sp16-159,A,136.2456325,8.8702616,27.13,lamost_low,train
spec-56667-GAC094N35V4_sp02-151,A,92.139966,33.835434,333.97,lamost_low,train
spec-58076-HIP29425K2_sp15-126,A,93.0278656,24.1861455,364.72,lamost_low,train
spec-57641-HD014347N555238B01_sp06-061,A,30.1832678,55.7384808,225.88,lamost_low,train
spec-58160-GACII073N61B1_sp03-072,A,70.939607,61.630613,38.36,lamost_low,val
spec-56201-EG214025S065830V02_sp05-221,A,324.3082,-8.22685,82.09,lamost_low,val
spec-57377-HD232455N560623V01_sp11-144,A,351.124508,58.324187,175.86,lamost_low,val
spec-57482-HD084954N022145V02_sp14-209,A,130.662619,3.0193111,70.03,lamost_low,val
spec-55878-B87806_1_sp10-098,A,44.37229,51.335691,32.01,lamost_low,val
spec-56668-GAC089N24B1_sp11-171,A,88.654395,26.429708,42.48,lamost_low,val
spec-55938-GAC_100N17_V1_sp02-140,A,99.291251,16.109375,236.09,lamost_low,val
spec-57753-GAC093N19M1_sp04-119,A,93.196483,19.529739,81.56,lamost_low,val
spec-55967-GAC_073N44_V3_sp09-179,A,75.30225,44.838199,23.35,lamost_low,val
spec-58462-GAC096N07B2_sp10-234,A,94.555697,6.8398984,76.59,lamost_low,val
spec-58908-HD055458N314205V01_sp15-122,A,88.9616819,32.4961211,168.84,lamost_low,val
spec-58840-HD075207N031638B01_sp08-057,A,119.230508,2.746041,75.31,lamost_low,val
spec-58042-GACII064N67B1_sp04-079,A,65.137814,66.578833,53.91,lamost_low,val
spec-56309-GAC088N20V3_sp01-195,A,89.293313,18.190884,131.54,lamost_low,val
spec-57798-HIP29425K201_sp11-152,A,92.514574,25.3843638,56.2,lamost_low,val
spec-57781-HD104953N275826V01_sp10-216,A,161.0099181,27.2471999,68.58,lamost_low,val
spec-57360-GAC108N13B1_sp14-077,A,107.12898,14.667129,52.19,lamost_low,val
spec-58487-GAC089N11B2_sp09-080,A,89.86235,12.994848,127.58,lamost_low,val
spec-56994-HD053243N321131V01_sp01-242,A,82.2550278,29.8572878,34.19,lamost_low,val
spec-56679-GAC078N31B1_sp04-182,A,78.530965,31.257188,90.73,lamost_low,val
spec-56298-GAC087N32M1_sp14-219,A,85.649391,32.875665,29.01,lamost_low,val
spec-55967-GAC_073N44_V4_sp02-070,A,72.827736,42.281027,37.17,lamost_low,val
spec-56361-GAC109N30B1_sp16-007,A,107.26203,32.272637,13.0,lamost_low,val
spec-56986-GAC089N16B1_sp02-146,A,87.852192,14.633841,51.26,lamost_low,val
spec-56559-HD035343N575830V01_sp15-167,A,57.235444,59.230618,186.43,lamost_low,val
spec-57443-KP062756N202946B01_sp05-026,A,96.62779,19.3309981,167.05,lamost_low,val
spec-59281-TD062610N184524H01_sp02-218,A,94.9585483,16.8170517,70.11,lamost_low,val
spec-56258-GAC105N15V4_sp12-143,A,105.68025,17.101355,198.52,lamost_low,val
spec-56647-VB138S03V2_sp10-113,A,135.74012,-3.261583,7.45,lamost_low,val
spec-57055-HD044304N335546V01_sp08-233,A,71.6778489,33.4988456,136.83,lamost_low,val
spec-56302-GAC085N31M1_sp16-062,A,83.865157,33.052667,27.26,lamost_low,val
spec-59523-GACII337N54M1_sp07-200,A,338.6539,52.072588,27.84,lamost_low,val
spec-57033-GAC070N40B2_sp04-155,A,69.614449,40.714784,40.38,lamost_low,val
spec-56595-GAC088N22B1_sp06-008,A,90.4929,21.505647,44.34,lamost_low,val
spec-56239-GAC107N32B1_sp07-166,A,108.64397,30.318659,16.9,lamost_low,val
spec-57035-HD054156N353752V01_sp16-092,A,83.5963692,36.7605581,72.87,lamost_low,val
spec-56013-F5601307_sp09-050,A,230.439776,0.175876,75.16,lamost_low,val
spec-55938-GAC_100N17_V1_sp07-164,A,101.34367,15.628544,65.38,lamost_low,val
spec-59203-EG021303N151647B01_sp08-021,A,33.9234625,14.4886417,110.41,lamost_low,val
spec-57327-HD061604N521109V01_sp02-152,A,90.65668611,51.00530139,242.21,lamost_low,val
spec-57059-GAC076N26B1_sp14-232,A,74.015139,26.904208,15.31,lamost_low,val
spec-57444-KP083607N151849V01_sp13-098,A,130.76585806,15.20203556,299.85,lamost_low,val
spec-56966-HD010402N523007V01_sp05-021,A,16.088223,51.249079,133.46,lamost_low,val
spec-57651-HD190457N314438V01_sp13-098,A,288.2466889,31.7553069,175.56,lamost_low,val
spec-55876-GAC_089N28_B1_sp04-209,A,89.225414,29.380816,13.58,lamost_low,val
spec-56984-HD230130N570619B01_sp12-054,A,346.957082,59.064372,20.43,lamost_low,val
spec-59204-HD104840S015732M02_sp02-111,A,161.276781,-4.131349,14.3,lamost_low,val
spec-56573-KP185031N425443V01_sp12-100,A,283.96495,44.281792,5.66,lamost_low,val
spec-56302-GAC085N31B1_sp15-059,A,83.802157,32.06452,36.45,lamost_low,val
spec-56794-HD191556N310207V01_sp13-176,A,291.448333,32.057112,7.35,lamost_low,val
spec-57319-HD034854N505024V01_sp12-084,A,58.615115,52.285634,255.17,lamost_low,val
spec-56611-GAC061N46V3_sp14-146,A,59.051105,47.974209,384.89,lamost_low,val
spec-56979-GAC096N16B1_sp09-044,A,97.204495,17.885848,199.88,lamost_low,val
spec-56650-GAC073N23M1_sp09-067,A,74.295757,24.463998,50.38,lamost_low,val
spec-57032-GAC079N41B3_sp04-178,A,79.159994,40.756018,178.82,lamost_low,val
spec-56680-GAC085N22B1_sp01-136,A,85.543452,21.048326,97.95,lamost_low,val
spec-56723-HD101138N132118V01_sp15-009,A,152.614782,14.501036,94.44,lamost_low,val
spec-57425-GAC089N16M1_sp06-116,A,91.583738,15.393867,17.36,lamost_low,val
spec-57435-GAC084N44B1_sp03-237,A,82.537405,43.498484,61.13,lamost_low,val
spec-59613-GAC067N44M2_sp08-169,A,68.523943,43.851843,32.98,lamost_low,val
spec-57752-GAC096N08B1_sp14-183,A,94.003458,8.9756798,98.93,lamost_low,val
spec-57307-HD065450N031414V01_sp11-052,A,104.0476664,4.8632839,100.29,lamost_low,val
spec-56321-VB058N31V1_sp04-201,A,58.021968,31.673662,97.33,lamost_low,val
spec-56305-GAC078N26M1_sp07-099,A,79.959958,24.661433,17.99,lamost_low,val
spec-58094-HD072253N552027V02_sp02-113,A,108.8352234,53.1320093,126.2,lamost_low,val
spec-56423-HD155304N411742M01_sp09-159,A,238.880479,42.060367,27.91,lamost_low,val
spec-56914-KP193637N444141V01_sp08-154,A,294.7367612,44.0941346,364.17,lamost_low,val
spec-58423-NT212020N164841M01_sp02-169,A,318.22505,15.348462,177.11,lamost_low,val
spec-55903-GAC_106N28_B1_sp14-047,A,104.46177,28.407207,11.26,lamost_low,val
spec-56357-GAC078N26B1_sp15-094,A,77.436295,27.451101,6.69,lamost_low,val
spec-57098-HD080113S012333V01_sp12-233,A,121.3111939,0.8482194,8.94,lamost_low,val
spec-56663-VB060N28V1_sp05-046,A,59.882245,27.424043,110.83,lamost_low,val
spec-57751-GAC093N06B1_sp14-130,A,91.452535,6.8536107,120.66,lamost_low,val
spec-58938-HD151157N364516M02_sp10-248,A,225.9984304,36.658766,7.34,lamost_low,val
spec-57438-HD043333N180100V01_sp12-063,A,69.3527164,19.9817619,279.91,lamost_low,val
spec-56669-HD024803N513305B01_sp13-046,A,45.840708,52.00087,22.68,lamost_low,val
spec-56994-HD053243N321131V01_sp06-070,A,85.5512392,32.0542458,326.51,lamost_low,val
spec-57921-HD152134N242036B01_sp10-084,A,228.102013,23.719883,46.26,lamost_low,val
spec-57297-GAC075N39B3_sp13-116,A,77.623242,40.636275,33.48,lamost_low,val
spec-57059-HD060757N340949V01_sp07-210,A,93.4341589,32.2655133,193.77,lamost_low,val
spec-57392-GAC092N13M1_sp15-175,A,91.902138,14.811586,26.64,lamost_low,val
spec-58099-HIP29425K201_sp01-237,A,92.4565828,21.0543655,118.93,lamost_low,val
spec-56658-GAC096N23B1_sp13-113,A,98.13066,24.794985,162.7,lamost_low,val
spec-56350-GAC089N28V2_sp07-144,A,91.257267,27.713297,446.9,lamost_low,val
spec-55998-GAC_102N27_V2_sp13-154,A,103.89372,28.183199,31.94,lamost_low,val
spec-58168-HD094610N064230B02_sp04-185,A,146.225045,6.502795,61.18,lamost_low,val
spec-56298-GAC087N32B1_sp09-134,A,89.321245,32.457297,53.07,lamost_low,val
spec-56214-GAC072N32B1_sp15-209,A,71.862677,33.761081,45.64,lamost_low,val
spec-58042-HD070023N151717V01_sp01-054,A,104.72259306,13.48916694,164.11,lamost_low,val
spec-56641-GAC084N47V1_sp13-196,A,87.342224,48.63007,34.45,lamost_low,val
spec-59523-GACII337N54M1_sp10-116,A,333.79177,53.395069,5.23,lamost_low,val
spec-57044-GAC096N23M1_sp16-089,A,94.639276,24.985756,32.67,lamost_low,val
spec-57908-KP190339N395439V03_sp13-222,A,288.1587187,40.1662809,335.14,lamost_low,val
spec-57695-HD205307N293856V01_sp10-113,A,310.459229,29.227874,405.98,lamost_low,val
spec-57103-HD071013S041413B01_sp16-002,A,105.583952,-2.734711,9.09,lamost_low,val
spec-55939-GAC_061N46_V2_sp07-122,A,62.990331,45.41559,58.12,lamost_low,val
spec-57487-HD131646N092526M01_sp16-188,A,197.7733308,10.9517698,23.95,lamost_low,val
spec-58546-HD055905N273342V01_sp12-171,A,91.6246389,28.7665378,120.67,lamost_low,val
spec-58456-KII061029N225952V01_sp12-229,A,93.4034125,25.19630083,111.59,lamost_low,val
spec-58017-GACII305N07M1_sp15-171,A,304.25944,8.9874876,29.54,lamost_low,val
spec-57444-GAC085N17M1_sp16-120,A,84.523375,19.206871,8.03,lamost_low,val
spec-56958-GAC075N39B1_sp13-240,A,76.796177,40.304488,59.8,lamost_low,val
spec-57429-GAC100N40B1_sp01-133,A,100.37674,39.328363,45.35,lamost_low,val
spec-57092-HD143837N545111V01_sp15-235,A,219.034854,55.551284,147.78,lamost_low,val
spec-57725-HIP29425K201_sp03-189,A,92.2658004,22.9901022,356.89,lamost_low,val
spec-58844-TD035052N235741K01_sp04-051,A,58.0851787,24.2902177,20.43,lamost_low,val
spec-57394-GAC089N11M1_sp07-171,A,90.145378,9.4090993,22.34,lamost_low,val
spec-56604-GAC106N20B1_sp16-153,A,105.01389,22.114622,14.34,lamost_low,val
spec-58899-TD064253N231249K01_sp11-160,A,100.1747244,25.6372963,518.04,lamost_low,val
spec-57641-HD014347N555238B01_sp14-038,A,21.614112,55.994316,26.94,lamost_low,val
spec-57384-HD014236N482459B01_sp04-124,A,26.319663,48.264154,13.22,lamost_low,val
spec-57887-HD153145N202238B01_sp11-127,A,232.762669,22.671432,37.45,lamost_low,val
spec-56646-VB061N34V3_sp14-110,A,58.790373,35.017955,53.12,lamost_low,val
spec-56602-GAC085N33M2_sp15-159,A,84.754795,34.607547,37.07,lamost_low,val
spec-57887-HD192529N030653V01_sp10-022,A,289.511286,3.122366,31.04,lamost_low,val
spec-56376-GAC129N00V2_sp03-142,A,128.85424,1.1708052,12.05,lamost_low,val
spec-56293-VB073N23V3_sp12-117,A,75.469862,24.832657,27.96,lamost_low,val
spec-59313-TD084806N172341H01_sp03-006,A,131.2447631,17.0471954,25.31,lamost_low,val
spec-57297-EG224242N000415B01_sp05-072,A,340.2691743,-0.8112418,43.31,lamost_low,val
spec-57402-GAC096N16M2_sp07-127,A,98.401238,15.65965,30.52,lamost_low,val
spec-58425-GAC084N47B1_sp09-042,A,85.460516,48.259138,113.68,lamost_low,val
spec-58523-GAC092N09B1_sp15-080,A,91.676546,10.506491,89.23,lamost_low,val
spec-56994-HD230130N570619V01_sp13-230,A,348.1723222,57.564715,24.23,lamost_low,val
spec-57660-HD203348N414621B01_sp01-115,A,308.865711,39.923648,186.26,lamost_low,val
spec-56621-GAC108N21V2_sp07-219,A,110.30981,19.871624,139.05,lamost_low,val
spec-56228-GAC102N27B1_sp03-091,A,100.71842,27.062104,32.92,lamost_low,val
spec-57378-HD032738N493559V01_sp08-102,A,53.043108,48.643531,61.3,lamost_low,val
spec-56688-GAC106N20B2_sp14-009,A,103.71962,21.507011,22.75,lamost_low,val
spec-56358-GAC089N28B1_sp09-218,A,89.637158,29.465445,31.35,lamost_low,val
spec-56580-GAC088N20M1_sp10-231,A,86.9736,20.055281,17.26,lamost_low,val
spec-55960-GAC_101N09_V2_sp16-057,A,100.21716,11.568894,29.1,lamost_low,val
spec-59608-EG041109N021906B03_sp07-230,A,64.0810657,0.7386327,19.33,lamost_low,val
spec-58543-KII045606N223435B01_sp10-039,A,72.0109458,21.5182028,207.5,lamost_low,val
spec-56957-GAC093N17B1_sp15-119,A,93.562244,18.764299,93.79,lamost_low,val
spec-58523-GAC092N09B1_sp07-017,A,93.542,7.7802334,43.16,lamost_low,val
spec-59202-HD070013N000500B02_sp11-088,A,104.911488,1.846758,107.81,lamost_low,val
spec-57751-GAC062N50B1_sp04-101,A,62.719722,50.086659,11.43,lamost_low,val
spec-59529-HD072742S030417V02_sp07-184,A,112.6199883,-5.0041311,75.02,lamost_low,val
spec-56358-GAC089N28B1_sp16-099,A,87.587659,30.142842,65.63,lamost_low,val
spec-58457-HD002951N381926V02_sp04-227,A,8.05391,38.275278,602.45,lamost_low,val
spec-57032-GAC079N41B2_sp16-193,A,77.957969,42.453124,105.62,lamost_low,val
spec-58605-GACII274N07M1_sp11-069,A,275.03573,8.83549,56.6,lamost_low,val
spec-55921-GAC_089N28_B3_sp02-033,A,87.328276,27.528524,29.73,lamost_low,val
spec-56980-GAC097N16B1_sp03-018,A,96.484302,15.798029,87.61,lamost_low,val
spec-57009-GAC091N23M1_sp04-145,A,91.688397,23.216081,31.9,lamost_low,val
spec-55959-B5595901_sp15-089,A,55.390762,51.379447,6.77,lamost_low,val
spec-57458-KP064103N203843V01_sp03-208,A,99.4657858,20.9048514,556.91,lamost_low,val
spec-56595-HD213801N410452V01_sp12-022,A,326.369475,42.569517,75.56,lamost_low,val
spec-56251-GAC058N31F1_sp13-055,A,60.684662,31.336708,6.05,lamost_low,val
spec-56258-GAC105N15V2_sp05-219,A,104.24265,14.1194,31.68,lamost_low,val
spec-58425-KII065746N202759B02_sp08-167,A,104.8904972,19.8329808,147.43,lamost_low,val
spec-57369-GAC096N11M1_sp09-153,A,96.897292,11.742926,55.22,lamost_low,val
spec-57051-HD053443N053939V01_sp07-138,A,85.5403031,4.17995,71.12,lamost_low,val
spec-57881-HD132545N565813V02_sp01-087,A,201.5639322,55.0260353,28.76,lamost_low,val
spec-56670-HD030004N551117V01_sp06-211,A,48.218513,54.404114,64.82,lamost_low,val
spec-55940-GAC_071N52_V2_sp07-121,A,72.906515,50.83368,114.09,lamost_low,val
spec-56380-GAC126N02V1_sp02-101,A,125.4599,0.0482545,41.94,lamost_low,val
spec-58997-GACII277N17M1_sp11-216,A,277.4768,20.414622,33.35,lamost_low,val
spec-56649-GAC078N31M1_sp06-100,A,80.823291,30.947962,27.6,lamost_low,val
spec-55919-B5591903_sp06-136,A,44.927827,53.372445,41.95,lamost_low,val
spec-57790-GAC089N49B1_sp14-139,A,87.375263,50.735523,38.49,lamost_low,val
spec-56916-HD202734N382625V01_sp14-168,A,305.001486,39.124667,489.47,lamost_low,val
spec-57120-HD082833N065753B01_sp03-078,A,126.0090542,6.8923833,155.17,lamost_low,val
spec-57741-GAC112N51B2_sp01-246,A,111.91392,49.72777,5.09,lamost_low,val
spec-56979-GAC096N16B1_sp09-208,A,96.830774,17.426376,25.62,lamost_low,val
spec-58163-GAC063N10B2_sp09-130,A,64.828121,11.071636,24.96,lamost_low,val
spec-55976-F5597612_sp11-112,A,172.774991,56.529253,10.16,lamost_low,val
spec-57716-HIP29425K201_sp07-067,A,94.3953006,21.7401,293.91,lamost_low,val
spec-57785-GAC098N14B1_sp06-062,A,100.47471,13.970178,100.69,lamost_low,val
spec-56343-GAC075N39V1_sp01-032,A,74.545078,37.619949,27.66,lamost_low,val
spec-57778-HD023050N553254B02_sp04-224,A,38.059418,55.979698,16.89,lamost_low,val
spec-59616-GAC090N18B2_sp16-226,A,89.130197,20.952653,68.18,lamost_low,val
spec-59700-HD151331N050239M01_sp09-168,A,228.83003,5.7259245,73.25,lamost_low,val
spec-58523-GAC092N09B1_sp09-015,A,93.388132,9.6415483,43.69,lamost_low,val
spec-56668-GAC089N24B1_sp12-157,A,90.91236,25.404197,13.71,lamost_low,val
spec-59641-GAC100N17B2_sp03-206,A,99.684622,18.121054,157.7,lamost_low,val
spec-56369-GAC115N15V2_sp16-168,A,114.76269,16.854994,63.79,lamost_low,val
spec-56670-GAC084N44V1_sp04-106,A,84.716677,43.9378,233.66,lamost_low,val
spec-58398-GACII038N55M1_sp07-159,A,39.261449,53.295809,26.15,lamost_low,val
spec-56296-GAC096N02V4_sp16-175,A,95.910779,4.279814,251.06,lamost_low,val
spec-55961-GAC_064N42_V2_sp10-002,A,61.786475,41.979679,8.99,lamost_low,val
spec-57391-KP061029N225952V01_sp11-163,A,92.1024947,25.2507558,235.59,lamost_low,val
spec-58902-HD092329N074249B02_sp16-089,A,139.1602917,8.7791333,189.37,lamost_low,val
spec-56257-GAC089N38V1_sp14-118,A,86.409313,38.903623,44.01,lamost_low,val
spec-57451-HD054900N243403V01_sp12-040,A,88.4049403,26.2659022,117.92,lamost_low,val
spec-55959-GAC_094N27_V1_sp04-201,A,94.611018,27.720463,30.88,lamost_low,val
spec-57535-HD193711N282959V01_sp03-070,A,292.6807072,28.5759897,6.01,lamost_low,val
spec-56979-GAC096N16B2_sp02-116,A,95.268044,14.802688,39.44,lamost_low,val
spec-57306-GAC049N39B2_sp09-024,A,50.636978,39.374096,11.63,lamost_low,val
spec-56350-GAC089N28V2_sp14-172,A,87.195251,29.43203,50.39,lamost_low,val
spec-55910-GAC_078N28_M1_sp04-093,A,81.082402,28.580368,5.72,lamost_low,val
spec-57378-HD053703N170225V01_sp07-102,A,85.2300169,15.6853272,29.09,lamost_low,val
spec-56206-GAC089N24B1_sp01-243,A,88.762057,21.82225,12.23,lamost_low,val
spec-56627-GAC056N46V1_sp07-171,A,57.442607,43.970655,152.33,lamost_low,val
spec-57004-GAC081N20B2_sp01-179,A,81.787418,18.278788,98.14,lamost_low,val
spec-56946-HD021313N403027B01_sp05-102,A,33.584345,39.677177,123.06,lamost_low,val
spec-59111-HD002619N511649V01_sp06-163,A,10.313888,50.652611,186.55,lamost_low,val
spec-56658-GAC096N23B2_sp13-126,A,98.472712,24.471766,43.99,lamost_low,val
spec-55968-GAC_070N40_V4_sp14-076,A,68.288955,41.633693,150.44,lamost_low,val
spec-59613-GAC108N54M1_sp07-083,A,111.42748,52.912471,25.06,lamost_low,val
spec-56309-GAC088N20V2_sp13-094,A,90.494635,20.489756,28.77,lamost_low,val
spec-56309-GAC088N20V3_sp09-112,A,89.153412,21.34295,89.01,lamost_low,val
spec-58168-HD061556N101654V01_sp08-124,A,95.0221147,9.2900719,14.24,lamost_low,val
spec-58428-KII050806N241554V01_sp04-159,A,76.4530969,24.3963178,8.62,lamost_low,val
spec-58524-HD071855N000445V02_sp08-144,A,110.6979147,-0.5799969,63.77,lamost_low,val
spec-58431-GACII050N51B2_sp05-044,A,49.882167,50.524412,85.71,lamost_low,val
spec-56266-GAC080N32V2_sp05-099,A,79.614021,31.59424,6.86,lamost_low,val
spec-56204-EG214339N073143V01_sp14-138,A,324.17435,8.522142,28.62,lamost_low,val
spec-57399-HD121251N314746B01_sp03-082,A,181.506027,31.768549,49.21,lamost_low,val
spec-57473-KP064707N170711V01_sp16-223,A,100.1080819,18.6941131,35.2,lamost_low,val
spec-59702-HD101607S013552V02_sp10-250,A,152.1776042,-2.1813806,139.22,lamost_low,val
spec-56201-EG030623N131114V01_sp11-056,A,47.0181714,15.0369937,78.42,lamost_low,val
spec-55940-GAC_103N06_V3_sp08-019,A,104.51261,6.0760804,61.19,lamost_low,val
spec-57798-HIP29425K201_sp14-185,A,90.7610155,23.3913819,82.31,lamost_low,val
spec-56994-HD053243N321131V01_sp12-077,A,84.6471772,33.6497481,102.61,lamost_low,val
spec-59164-HD075207N031638B02_sp05-158,A,117.837176,2.595181,119.65,lamost_low,val
spec-57785-GAC098N14B2_sp08-164,A,98.790986,13.487296,5.92,lamost_low,val
spec-58988-HD151718N423357M02_sp04-240,A,229.9510819,42.6001504,10.07,lamost_low,val
spec-56956-GAC090N18M1_sp05-041,A,89.957317,18.037441,36.61,lamost_low,val
spec-57407-HD034854N505024V02_sp15-174,A,56.14612,52.048534,104.66,lamost_low,val
spec-56094-kepler05F56094_sp11-194,A,290.880836,41.0607752,40.8,lamost_low,val
spec-58042-HD070023N151717V01_sp09-165,A,105.6884172,16.0706861,108.77,lamost_low,val
spec-57641-HD231929N483731V01_sp11-044,A,351.011059,50.729453,5.72,lamost_low,val
spec-57319-GAC081N15B1_sp06-102,A,84.106939,14.893371,106.93,lamost_low,val
spec-56256-VB018N47V1_sp07-098,A,20.8619,45.505302,23.23,lamost_low,val
spec-56678-GAC109N30V2_sp02-032,A,107.80737,29.448703,305.31,lamost_low,val
spec-56425-HD124231N565955M01_sp09-125,A,191.229765,58.189303,67.91,lamost_low,val
spec-59647-HD150616N543322B02_sp03-071,A,224.784875,54.760318,43.79,lamost_low,val
spec-56226-GAC086N24M1_sp04-119,A,87.156117,24.40046,13.58,lamost_low,val
spec-57360-GAC108N13B1_sp16-118,A,107.5912,15.57565,59.83,lamost_low,val
spec-57397-GAC070N40M1_sp02-031,A,68.207689,39.277704,42.92,lamost_low,val
spec-56403-HD163229N165051B01_sp06-165,A,250.458019,16.316712,248.78,lamost_low,val
spec-56965-GAC081N30M2_sp07-169,A,82.533517,28.255626,59.57,lamost_low,val
spec-58808-GACII328N32B1_sp14-037,A,325.88143,32.527379,51.6,lamost_low,val
spec-55961-GAC_100N13_V2_sp02-225,A,99.750892,11.321027,20.59,lamost_low,val
spec-57060-HD082833N065753V01_sp16-215,A,125.4885625,8.5675167,111.08,lamost_low,val
spec-56980-GAC097N16B1_sp06-237,A,98.378345,15.38733,134.95,lamost_low,val
spec-57302-EG213118N034906V01_sp14-221,A,321.043972,4.49264,13.25,lamost_low,val
spec-58100-HD065224N075346V01_sp12-069,A,103.93872389,9.66140639,139.38,lamost_low,val
spec-56964-HD212104N235121B01_sp09-048,A,321.357785,24.484379,24.24,lamost_low,val
spec-55919-B5591906_sp15-187,A,184.350518,31.124832,38.67,lamost_low,val
spec-55907-B90703_sp04-147,A,62.464677,44.87766,21.41,lamost_low,val
spec-57378-HD012155N471656V01_sp10-011,A,17.7142089,46.8987814,50.14,lamost_low,val
spec-56937-HD032616N560830V01_sp10-111,A,47.488211,55.433066,66.56,lamost_low,val
spec-57393-GAC094N12M2_sp04-140,A,93.825701,11.702815,9.69,lamost_low,val
spec-56640-VB021N40V2_sp03-193,A,20.945418,40.127159,5.89,lamost_low,val
spec-57426-GAC090N26M1_sp14-088,A,89.128802,27.284005,59.2,lamost_low,val
spec-56296-GAC096N02V4_sp03-169,A,96.044602,3.092116,498.13,lamost_low,val
spec-57076-GAC088N41B1_sp14-100,A,86.972673,42.340672,113.01,lamost_low,val
spec-57717-M31007N33B2_sp03-210,A,6.0842315,34.352871,27.53,lamost_low,val
spec-58874-TD064253N231249K01_sp07-071,A,102.1340351,21.5166664,341.92,lamost_low,val
spec-59135-HD030004N551117B02_sp05-175,A,44.670251,54.580102,52.98,lamost_low,val
spec-55948-GAC_100N28_M1_sp07-146,A,102.63823,26.898648,7.26,lamost_low,val
spec-57742-M31010N47M1_sp05-107,A,11.175787,46.368861,36.98,lamost_low,val
spec-56945-HD031350N514705V01_sp15-233,A,47.116148,52.466236,92.03,lamost_low,val
spec-57488-HD080504N130705V01_sp11-162,A,120.87586528,15.43409056,259.22,lamost_low,val
spec-58423-TD041055N155647B01_sp02-175,A,60.6528446,14.6221667,311.79,lamost_low,val
spec-57071-HD124107N302613M01_sp07-191,A,191.8931284,29.1160163,22.73,lamost_low,val
spec-58875-HD082620N022924V02_sp15-083,A,126.0218562,3.7328246,196.57,lamost_low,val
spec-57326-HD073056N083307V01_sp07-136,A,114.80864194,7.43008944,220.87,lamost_low,val
spec-55968-GAC_070N40_V4_sp16-052,A,68.422031,42.630771,50.01,lamost_low,val
spec-57279-KP192323N501616B01_sp09-150,A,292.634575,50.713306,201.37,lamost_low,val
spec-56663-VB060N28V2_sp11-136,A,60.188771,30.815772,124.56,lamost_low,val
spec-56979-GAC096N16B1_sp09-007,A,97.05085,17.189279,96.42,lamost_low,val
spec-56226-GAC086N24M1_sp04-188,A,86.70691,24.530136,14.18,lamost_low,val
spec-58523-GAC092N09B2_sp03-012,A,92.056215,8.961977,66.74,lamost_low,val
spec-58848-HD045545N303304V01_sp08-185,A,74.3720406,29.390144,196.94,lamost_low,val
spec-57790-GAC089N49B1_sp10-035,A,86.906585,49.119602,19.94,lamost_low,val
spec-57300-GAC073N44B1_sp06-024,A,75.911967,43.255649,18.77,lamost_low,val
spec-57444-HD093845N104639V02_sp03-183,A,143.7410808,10.5871006,7.14,lamost_low,val
spec-56358-GAC089N28B1_sp16-205,A,87.24197,30.660601,46.87,lamost_low,val
spec-58042-HD070023N151717V01_sp10-054,A,103.1034103,14.6906952,573.62,lamost_low,val
spec-57438-HD074504N482340V02_sp09-244,A,118.3393636,48.4567247,83.96,lamost_low,val
spec-56258-GAC105N15V2_sp02-165,A,103.08105,14.112169,70.49,lamost_low,val
spec-56668-HD074049N040418V01_sp13-092,A,117.002049,4.073907,158.17,lamost_low,val
spec-56254-GAC089N24F1_sp10-032,A,87.489735,23.359233,5.05,lamost_low,val
spec-57695-EG022616N061733M01_sp13-227,A,38.0408964,7.0384092,21.87,lamost_low,val
spec-57035-GAC054N40B1_sp16-159,A,53.049634,41.404323,39.85,lamost_low,val
spec-58399-GACII355N46M1_sp14-197,A,352.40897,46.459514,46.99,lamost_low,val
spec-57526-HD135310N283853V01_sp01-091,A,208.410965,26.617922,380.15,lamost_low,val
spec-55907-B90703_sp02-066,A,61.701785,43.787771,5.82,lamost_low,val
spec-56958-GAC075N39B1_sp02-186,A,73.206557,38.512205,88.21,lamost_low,val
spec-56627-GAC101N22B1_sp02-052,A,101.10481,20.538812,45.06,lamost_low,val
spec-57000-HD053409N435614V01_sp11-225,A,83.7080697,46.1002672,11.01,lamost_low,val
spec-56580-HD022250N412346V01_sp16-070,A,34.376542,43.153121,100.11,lamost_low,val
spec-59529-KII051405N211325B02_sp09-165,A,79.2518087,21.9368259,135.31,lamost_low,val
